PAR,Y(II),Y(II)StDev,Y(NPQ),Y(NPQ)StDev,NPQ,NPQStDev,qN,qNStDev,qP,qPStDev,qL,qLStDev,ETR,ETRStDev
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6666666666666666,0.6876666666666668,0.05095313751107211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.4714045207910317,0.16666666666666666,0.23570226039551584
1.3333333333333333,0.702,0.006164414002968976,0.006000000000000001,0.004320493798938574,0.020666666666666667,0.014817407180595248,0.025333333333333336,0.018208667044996886,0.9860000000000001,0.01019803902718558,0.6190000000000001,0.43775411667586483,0.39999999999999997,0.1414213562373095
5.0,0.6966666666666667,0.01481740718059521,0.004333333333333334,0.0036817870057290875,0.015333333333333332,0.013097921802925667,0.019,0.016391054470858996,0.9873333333333333,0.011585431464655188,0.6243333333333333,0.4420831998114784,1.4333333333333333,1.1785113019775793
17.666666666666668,0.6596666666666667,0.02392116682401218,0.005999999999999999,0.005887840577551897,0.019333333333333334,0.020072092289766127,0.02366666666666667,0.02425329301810833,0.956,0.038131351929875226,0.5363333333333333,0.38346693324051934,4.833333333333333,2.4526629518862872
39.0,0.6090000000000001,0.03840138886377244,0.008333333333333333,0.0069442222186665535,0.02333333333333333,0.02104492549021946,0.028333333333333332,0.025590796956892314,0.899,0.08777623064740632,0.4183333333333333,0.3099831536641234,9.966666666666667,2.963481436119049
63.333333333333336,0.5856666666666667,0.03449959742116161,0.013333333333333334,0.009741092797468305,0.034333333333333334,0.026662499674428294,0.04133333333333333,0.03168946547706701,0.878,0.09725567678375728,0.38066666666666665,0.278596881214098,15.6,3.137939876203281
91.33333333333333,0.5693333333333332,0.025315783394730056,0.018666666666666668,0.013299958228840003,0.04633333333333334,0.03408160142299002,0.05499999999999999,0.040008332465458575,0.8673333333333333,0.09906675639296071,0.36199999999999993,0.2601691757299469,21.833333333333332,3.9508086373410807
126.0,0.555,0.017568911937472644,0.023000000000000003,0.016309506430300092,0.05633333333333334,0.04043375927228248,0.06566666666666666,0.04694914506380518,0.8563333333333333,0.10353850598797637,0.345,0.24530389316111553,29.366666666666664,4.074582459862878
165.0,0.5423333333333332,0.01381625451737516,0.026999999999999996,0.019096247449870003,0.065,0.046267339092135686,0.07533333333333334,0.05349350947129526,0.8489999999999999,0.1077249584203525,0.3353333333333333,0.23767812034112204,37.56666666666667,4.691363222869117
216.66666666666666,0.5213333333333333,0.015965240019770694,0.03,0.021228911104120878,0.07100000000000001,0.05048432099837203,0.08133333333333333,0.05771962885843563,0.8356666666666667,0.1167228436177864,0.318,0.22515032015670478,47.300000000000004,5.664509393289649
288.3333333333333,0.4836666666666667,0.021249836600678963,0.03366666666666667,0.023809428571238092,0.07433333333333332,0.05275309364282713,0.085,0.060216276869298396,0.8056666666666666,0.13773484994324744,0.2803333333333333,0.19837730604974843,58.23333333333333,5.740112271453313
376.6666666666667,0.433,0.023036203390894665,0.03666666666666667,0.02597862369119829,0.07433333333333333,0.05282886416428891,0.08466666666666667,0.06006847943990444,0.759,0.17062825088478167,0.23033333333333336,0.16295670863419182,68.13333333333333,4.755581516024675
478.6666666666667,0.379,0.023790754506740616,0.03966666666666666,0.028122746823325936,0.07233333333333332,0.05151267373720331,0.08266666666666667,0.05873291713813946,0.7080000000000001,0.20660590504629822,0.18466666666666667,0.13061988958637025,75.63333333333333,4.054901012629311
600.6666666666666,0.323,0.022759613353482106,0.041,0.029131884021921184,0.06866666666666667,0.048992062849223056,0.07866666666666666,0.05600793594562193,0.6546666666666666,0.2442544210904323,0.144,0.10183647021900684,80.89999999999999,2.8994252303976826
741.3333333333334,0.27133333333333337,0.020531818125912676,0.043000000000000003,0.03073543015262137,0.066,0.047377913278939025,0.076,0.05435684562837202,0.6036666666666667,0.28028596508248893,0.11199999999999999,0.07920016834998943,83.93333333333332,2.1483844059096042
898.3333333333334,0.22633333333333336,0.016213848676020416,0.044333333333333336,0.03179447890576112,0.064,0.046137475729244946,0.074,0.05309111664550546,0.5579999999999999,0.31255826123567215,0.08700000000000001,0.06151964455900787,84.86666666666667,1.611072796479279
1073.6666666666667,0.18833333333333332,0.015434449203720314,0.04666666666666667,0.0336386021641143,0.064,0.04630334761116091,0.07400000000000001,0.05323532661682467,0.5216666666666666,0.3382448160069206,0.06933333333333334,0.0490260701622673,84.36666666666666,1.3021349989749773
1276.0,0.15433333333333335,0.011728408057172785,0.04933333333333334,0.03564952859280034,0.06466666666666666,0.046942044646090524,0.07466666666666667,0.05385371131335539,0.4876666666666667,0.36228012488803313,0.05466666666666666,0.03865517070486459,82.50000000000001,1.0424330514074596
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
